query,intent
Who treats pancreatic cancer?,find_specialist
Which doctor helps with chronic gastritis?,find_specialist
Who manages GERD long term?,find_specialist
Which doctor treats colon cancer?,find_specialist
Who specializes in endoscopy?,find_specialist
Which doctor should I see for IBS?,find_specialist
Who manages Crohn’s disease?,find_specialist
Which doctor helps with ulcerative colitis?,find_specialist
Who treats hemorrhoids?,find_specialist
Which doctor operates appendicitis?,find_specialist
Who should I see for gallstones?,find_specialist
Which doctor treats varices?,find_specialist
Who performs liver transplants?,find_specialist
Which doctor manages kidney transplants?,find_specialist
Who specializes in bone marrow transplants?,find_specialist
Which doctor does corneal transplants?,find_specialist
Who treats organ rejection cases?,find_specialist
Which doctor specializes in cancer care?,find_specialist
Who treats head and neck cancers?,find_specialist
Which doctor manages lung cancer?,find_specialist
Who specializes in stomach cancer?,find_specialist
Which doctor should I see for pancreatic tumors?,find_specialist
Who manages colon and rectal cancers?,find_specialist
Who treats hematologic cancers?,find_specialist
Which doctor manages stage 4 cancers?,find_specialist
Who specializes in radiation oncology?,find_specialist
Which doctor should I see for chemotherapy?,find_specialist
Who manages pediatric cancer patients?,find_specialist
Which doctor treats leukemia?,find_specialist
Who specializes in cancer immunotherapy?,find_specialist
Which doctor should elderly patients see for general care?,find_specialist
Who manages frailty in old age?,find_specialist
Which doctor specializes in geriatric medicine?,find_specialist
Who treats memory loss in elderly people?,find_specialist
Which doctor manages Alzheimer’s patients?,find_specialist
Who should I see for Parkinson’s disease treatment?,find_specialist
Which doctor handles tremors and balance issues?,find_specialist
Who treats dementia patients?,find_specialist
Which doctor specializes in hospice care?,find_specialist
Who manages palliative care for terminal cancer?,find_specialist
Which doctor helps with stroke rehabilitation?,find_specialist
Who should I see for physical therapy?,find_specialist
Which specialist provides occupational therapy?,find_specialist
Who helps patients with speech recovery after stroke?,find_specialist
Which doctor manages chronic back pain?,find_specialist
Who specializes in slipped disc problems?,find_specialist
Which doctor should I see for sciatica?,find_specialist
Who treats arthritis pain?,find_specialist
Which doctor manages gout attacks?,find_specialist
Who should I see for rheumatoid arthritis?,find_specialist
Who specializes in lupus treatment?,find_specialist
Which doctor helps with systemic sclerosis?,find_specialist
Who treats vasculitis?,find_specialist
Which doctor manages rare autoimmune diseases?,find_specialist
Who should I consult for skin rashes and allergies?,find_specialist
Which doctor manages chronic urticaria?,find_specialist
Who treats chronic sinusitis?,find_specialist
Which doctor specializes in allergic asthma?,find_specialist
Who manages food anaphylaxis?,find_specialist
Which doctor treats seasonal allergies?,find_specialist
Who should I see for vaccine advice?,find_specialist
Which doctor specializes in infectious diseases?,find_specialist
Who treats HIV long term?,find_specialist
Which doctor manages tuberculosis patients?,find_specialist
Who handles malaria cases?,find_specialist
Which doctor specializes in viral hepatitis?,find_specialist
Who should I see for tropical diseases?,find_specialist
Which doctor checks fevers of unknown origin?,find_specialist
Who specializes in travel medicine?,find_specialist
Which doctor treats rare parasitic infections?,find_specialist
Who manages leprosy patients?,find_specialist
Which doctor specializes in dermatology?,find_specialist
Who treats fungal skin infections?,find_specialist
Which doctor handles vitiligo cases?,find_specialist
Who treats hair loss and baldness?,find_specialist
Which doctor manages burns and scars?,find_specialist
Who performs plastic surgery?,find_specialist
Which doctor does cosmetic dermatology?,find_specialist
Who should I see for acne scars?,find_specialist
Which doctor specializes in pediatric skin problems?,find_specialist
Who treats vaginal infections?,find_specialist
Which doctor manages recurrent UTIs in women?,find_specialist
Who should I see for menopausal care?,find_specialist
Which doctor specializes in high-risk pregnancy?,find_specialist
Who performs C-sections?,find_specialist
Which doctor helps with lactation issues?,find_specialist
Who treats endometriosis?,find_specialist
Which doctor should I see for uterine fibroids?,find_specialist
Who manages cervical screening?,find_specialist
Which doctor handles HPV vaccination?,find_specialist
Who performs vasectomy in men?,find_specialist
Which doctor reverses vasectomy?,find_specialist
Who should I see for erectile dysfunction counseling?,find_specialist
Which doctor checks male fertility?,find_specialist
Who specializes in andrology?,find_specialist
Which doctor helps with prostate cancer?,find_specialist
Who treats bladder cancer?,find_specialist
Which doctor manages kidney cancer?,find_specialist
Who performs nephrectomy surgery?,find_specialist
Which doctor specializes in orthopedics?,find_specialist
Who treats bone fractures?,find_specialist
Which doctor handles joint replacements?,find_specialist
Who specializes in sports injuries?,find_specialist
Who should I see for cartilage damage?,find_specialist
Which doctor manages ligament tears?,find_specialist
Who performs arthroscopy surgery?,find_specialist
Which doctor treats osteoporosis?,find_specialist
Who should I see for spine and bone cancer?,find_specialist
Which doctor manages rehabilitation after fractures?,find_specialist
Who specializes in occupational health?,find_specialist
Which doctor handles workplace injuries?,find_specialist
Who treats postural back pain?,find_specialist
Which doctor deals with repetitive stress injuries?,find_specialist
Who manages industrial lung diseases?,find_specialist
Which doctor should I see for preventive health checkups?,find_specialist
Who specializes in lifestyle medicine?,find_specialist
Which doctor advises on nutrition and wellbeing?,find_specialist
Who helps with smoking cessation?,find_specialist
Which doctor specializes in addiction recovery?,find_specialist
Who treats alcohol withdrawal symptoms?,find_specialist
Which doctor manages rehabilitation programs?,find_specialist
Who helps with weight management clinics?,find_specialist
Which doctor manages exercise and fitness plans?,find_specialist
Who provides personalized diet advice?,find_specialist
Which doctor manages metabolic syndrome prevention?,find_specialist
Who should I see for genetic counseling?,find_specialist
Which doctor specializes in prenatal testing?,find_specialist
Who treats genetic metabolic disorders?,find_specialist
Which doctor manages rare inherited conditions?,find_specialist
Who specializes in stem cell therapy?,find_specialist
Which doctor should I see for cancer immunotherapy?,find_specialist
Who provides second opinions for cancer treatment?,find_specialist
Which doctor manages post-chemo rehabilitation?,find_specialist
Who treats long COVID symptoms?,find_specialist
Which doctor handles general infectious diseases?,find_specialist
Who manages vaccines for travelers?,find_specialist
Which doctor helps with preventive screenings?,find_specialist
Who should I see for early cancer detection?,find_specialist
Which doctor manages hormone replacement therapy?,find_specialist
Who treats sleep disorders?,find_specialist
Which doctor specializes in insomnia and apnea?,find_specialist
Who should I see for chronic fatigue syndrome?,find_specialist
Which doctor manages anxiety disorders?,find_specialist
Who can I consult for stress management?,find_specialist
Which specialist helps with holistic medicine?,find_specialist
Who should I see for integrative health advice?,find_specialist
Can you explain what hypertension actually means?,clarification_request
"I didn’t understand what my doctor meant by ‘cardiac arrest’, can you clarify?",clarification_request
Could you explain what autoimmune disease is in simple terms?,clarification_request
What exactly is the difference between type 1 and type 2 diabetes?,clarification_request
Can you repeat the side effects of metformin?,clarification_request
I don’t get what GERD is – can you explain?,clarification_request
What do doctors mean when they say ‘chronic condition’?,clarification_request
Can you simplify what high cholesterol means?,clarification_request
"I’m confused about what triglycerides are, can you explain?",clarification_request
What do you mean by ‘neuropathy’?,clarification_request
Can you clarify what a stroke is?,clarification_request
I need an easy explanation of what anemia means.,clarification_request
Can you explain why blood pressure has two numbers?,clarification_request
What exactly does systolic and diastolic mean?,clarification_request
What do you mean by hypertension crisis?,clarification_request
Can you explain what ECG results usually show?,clarification_request
I don’t understand what stress test is – can you clarify?,clarification_request
What do doctors mean by angioplasty?,clarification_request
Could you break down what bypass surgery actually is?,clarification_request
Can you explain heart failure in layman’s terms?,clarification_request
What do you mean by arrhythmia?,clarification_request
Can you explain the term ‘metastasis’?,clarification_request
What does stage 4 cancer actually mean?,clarification_request
Could you clear up what biopsy results usually indicate?,clarification_request
What’s meant by positive margins in cancer surgery?,clarification_request
Can you explain what palliative care means?,clarification_request
I don’t get what remission is – can you explain?,clarification_request
